  Time (Seconds) , FPS , Current Stage 
1235,  43,Path end reached
1236,  43,Path end reached
1237,  44,Path end reached
1238,  42,Start executing path
1239,  41,Start executing path
1240,  53,Start executing path
1241,  39,Start executing path
1242,  42,Start executing path
1243,  53,Start executing path
1244,  54,Start executing path
1245,  43,Start executing path
1246,  48,Start executing path
1247,  45,Path end reached
1248,  45,Path end reached
1249,  46,Path end reached
1250,  42,Path end reached
1251,  48,Path end reached
1252,  38,Path end reached
1253,  51,Path end reached
1254,  53,Path end reached
1255,  45,Path end reached
1256,  45,Path end reached
1257,  53,Path end reached
1258,  51,Path end reached
1259,  43,Path end reached
1260,  49,Path end reached
1261,  45,Path end reached
1262,  53,Path end reached
1263,  62,Path end reached
1264,  52,Path end reached
1265,  40,Path end reached
1266,  42,Path end reached
1267,  43,Path end reached
1268,  52,Path end reached
1269,  50,Path end reached
1270,  42,Path end reached
1271,  44,Path end reached
1272,  52,Path end reached
1273,  46,Path end reached
1274,  44,Path end reached
1275,  37,Path end reached
1276,  44,Path end reached
1277,  45,Path end reached
1278,  58,Path end reached
1279,  54,Path end reached
1280,  51,Path end reached
1281,  37,Path end reached
1282,  51,Path end reached
1283,  46,Path end reached
1284,  46,Path end reached
1285,  45,Path end reached
1286,  43,Path end reached
1287,  39,Path end reached
1288,  38,Path end reached
1289,  39,Path end reached
1290,  43,Path end reached
1291,  51,Path end reached
1292,  44,Path end reached
1293,  50,Path end reached
1294,  40,Path end reached
1295,  54,Reset Environment
1296,  51,Reset Environment
1297,  43,Reset Environment
1298,  45,Reset Environment
1299,  54,Reset Environment
1300,  5,Reset Environment
1301,  43,Reset Environment
