  Time (Seconds) , FPS , Current Stage 
1241,  61,Start planning path
1242,  60,Start planning path
1243,  58,Start planning path
1244,  59,Start planning path
1245,  60,Start planning path
1246,  60,Start planning path
1247,  59,Start planning path
1248,  60,Start planning path
1249,  59,Start planning path
1250,  63,Start planning path
1251,  60,Start planning path
1252,  60,Start planning path
1253,  60,Start planning path
1254,  62,Start planning path
1255,  59,Start planning path
1256,  60,Start planning path
1257,  63,Start planning path
1258,  59,Start planning path
1259,  57,Start planning path
1260,  58,Start planning path
1261,  60,Start planning path
1262,  64,Start planning path
1263,  65,Start planning path
1264,  64,Start planning path
1265,  63,Start planning path
1266,  63,Start planning path
1267,  60,Start planning path
1268,  50,Start planning path
1269,  59,Start planning path
1270,  59,Start planning path
1271,  61,Start planning path
1272,  60,Start planning path
1273,  59,Start planning path
1274,  57,Start planning path
1275,  58,Start planning path
1276,  60,Start planning path
1277,  55,Start planning path
1278,  60,Start planning path
1279,  60,Start planning path
1280,  59,Start planning path
1281,  60,Start planning path
1282,  60,Start planning path
1283,  59,Start planning path
1284,  60,Start planning path
1285,  59,Start planning path
1286,  61,Start planning path
1287,  60,Start planning path
1288,  64,Start planning path
1289,  59,Start planning path
1290,  59,Start planning path
1291,  60,Start planning path
1292,  59,Start planning path
1293,  55,Start planning path
1294,  43,Start planning path
1295,  43,Start planning path
1296,  53,Start planning path
1297,  40,Start planning path
1298,  53,Start planning path
1299,  45,Start planning path
1300,  45,Start planning path
1301,  44,Start planning path
1302,  46,Start planning path
1303,  45,Start planning path
1304,  46,Start planning path
1305,  41,Start planning path
1306,  43,Start planning path
1307,  43,Start planning path
1308,  45,Start planning path
1309,  52,Path end reached
1310,  52,Path end reached
1311,  64,Path end reached
1312,  44,Path end reached
1313,  47,Path end reached
1314,  61,Path end reached
1315,  53,Path end reached
1316,  41,Path end reached
1317,  53,Path end reached
1318,  38,Path end reached
1319,  43,Path end reached
1320,  51,Path end reached
1321,  53,Path end reached
1322,  53,Path end reached
1323,  54,Path end reached
1324,  52,Path end reached
1325,  48,Path end reached
1326,  55,Path end reached
1327,  52,Path end reached
1328,  45,Path end reached
1329,  50,Start executing path
1330,  42,Start executing path
1331,  55,Start executing path
1332,  45,Start executing path
1333,  54,Start executing path
1334,  45,Start executing path
1335,  45,Start executing path
1336,  54,Start executing path
1337,  42,Start executing path
1338,  56,Start executing path
1339,  43,Start executing path
1340,  44,Start executing path
1341,  46,Start executing path
1342,  43,Start executing path
1343,  44,Start executing path
1344,  38,Start executing path
1345,  41,Start executing path
1346,  41,Start executing path
1347,  53,Path end reached
1348,  42,Path end reached
1349,  52,Path end reached
1350,  39,Path end reached
1351,  52,Path end reached
1352,  41,Path end reached
1353,  54,Path end reached
1354,  45,Path end reached
1355,  55,Path end reached
1356,  41,Path end reached
1357,  50,Path end reached
1358,  50,Path end reached
1359,  53,Path end reached
1360,  43,Path end reached
1361,  45,Path end reached
1362,  53,Path end reached
1363,  52,Path end reached
1364,  41,Path end reached
1365,  46,Path end reached
1366,  45,Path end reached
1367,  51,Path end reached
1368,  51,Path end reached
1369,  51,Path end reached
1370,  52,Path end reached
1371,  51,Path end reached
1372,  54,Path end reached
1373,  42,Path end reached
1374,  40,Path end reached
1375,  44,Path end reached
1376,  42,Path end reached
1377,  49,Path end reached
1378,  47,Path end reached
1379,  50,Path end reached
1380,  41,Path end reached
1381,  50,Path end reached
1382,  47,Path end reached
1383,  55,Path end reached
1384,  41,Path end reached
1385,  53,Path end reached
1386,  45,Path end reached
1387,  50,Path end reached
1388,  54,Path end reached
1389,  52,Path end reached
1390,  52,Path end reached
1391,  45,Path end reached
1392,  55,Path end reached
1393,  51,Path end reached
1394,  46,Path end reached
1395,  54,Path end reached
1396,  41,Path end reached
1397,  51,Path end reached
1398,  38,Path end reached
1399,  52,Path end reached
1400,  53,Path end reached
1401,  53,Path end reached
1402,  42,Path end reached
1403,  54,Path end reached
1404,  54,Path end reached
1405,  53,Path end reached
1406,  55,Path end reached
1407,  41,Path end reached
1408,  51,Path end reached
1409,  49,Path end reached
1410,  43,Path end reached
1411,  51,Path end reached
1412,  51,Path end reached
1413,  61,Path end reached
1414,  50,Path end reached
1415,  60,Path end reached
1416,  62,Reset Environment
1417,  59,Start planning path
1418,  65,Start planning path
1419,  54,Start planning path
1420,  61,Start planning path
1421,  61,Start planning path
1422,  62,Start planning path
1423,  59,Start planning path
1424,  61,Start planning path
1425,  61,Start planning path
1426,  60,Start planning path
1427,  61,Start planning path
1428,  61,Start planning path
1429,  60,Start planning path
1430,  61,Start planning path
1431,  63,Start planning path
1432,  60,Start planning path
1433,  59,Start planning path
1434,  60,Start planning path
1435,  60,Start planning path
1436,  60,Start planning path
1437,  61,Start planning path
1438,  60,Start planning path
1439,  60,Start planning path
1440,  60,Start planning path
1441,  61,Start planning path
1442,  61,Start planning path
1443,  61,Start planning path
1444,  60,Start planning path
1445,  62,Start planning path
1446,  59,Start planning path
1447,  61,Start planning path
1448,  61,Start planning path
1449,  60,Start planning path
1450,  63,Start planning path
1451,  47,Start planning path
1452,  60,Start planning path
1453,  63,Start planning path
1454,  62,Start planning path
1455,  46,Start planning path
1456,  53,Start planning path
1457,  49,Start planning path
1458,  47,Start planning path
1459,  53,Start planning path
1460,  51,Start planning path
1461,  61,Start planning path
1462,  59,Start planning path
1463,  59,Start planning path
1464,  61,Start planning path
1465,  60,Start planning path
1466,  60,Start planning path
1467,  58,Start planning path
1468,  60,Start planning path
1469,  62,Start planning path
1470,  62,Start planning path
1471,  59,Start planning path
1472,  60,Start planning path
1473,  50,Start planning path
1474,  60,Start planning path
1475,  54,Start planning path
1476,  42,Start planning path
1477,  62,Start planning path
1478,  59,Start planning path
1479,  59,Start planning path
1480,  60,Start planning path
1481,  44,Start planning path
1482,  45,Start planning path
1483,  41,Start planning path
1484,  46,Start planning path
1485,  42,Start planning path
1486,  42,Start planning path
1487,  43,Start planning path
1488,  45,Start planning path
1489,  43,Start planning path
1490,  46,Start planning path
1491,  51,Start planning path
1492,  51,Start planning path
1493,  46,Start planning path
1494,  43,Start planning path
1495,  45,Start planning path
1496,  53,Start planning path
1497,  52,Start planning path
1498,  45,Start planning path
1499,  40,Start planning path
1500,  45,Start planning path
1501,  58,Start executing path
1502,  50,Start executing path
1503,  52,Start executing path
1504,  43,Start executing path
1505,  54,Start executing path
1506,  44,Start executing path
1507,  42,Start executing path
1508,  42,Start executing path
1509,  53,Start executing path
1510,  41,Start executing path
1511,  38,Start executing path
1512,  51,Start executing path
1513,  51,Start executing path
1514,  51,Start executing path
1515,  49,Start executing path
1516,  53,Start executing path
1517,  43,Start executing path
1518,  45,Start executing path
1519,  49,Path end reached
1520,  53,Path end reached
1521,  51,Path end reached
1522,  49,Path end reached
1523,  52,Path end reached
1524,  50,Path end reached
1525,  50,Path end reached
1526,  42,Path end reached
1527,  52,Path end reached
1528,  49,Path end reached
1529,  46,Path end reached
1530,  53,Path end reached
1531,  53,Path end reached
1532,  52,Path end reached
1533,  45,Path end reached
1534,  55,Path end reached
1535,  39,Path end reached
1536,  46,Path end reached
1537,  44,Path end reached
1538,  43,Path end reached
1539,  39,Path end reached
1540,  43,Path end reached
1541,  58,Path end reached
1542,  53,Path end reached
1543,  50,Path end reached
1544,  52,Path end reached
1545,  46,Path end reached
1546,  55,Path end reached
1547,  46,Path end reached
1548,  52,Path end reached
1549,  44,Path end reached
1550,  55,Path end reached
1551,  54,Path end reached
1552,  44,Path end reached
1553,  39,Path end reached
1554,  44,Path end reached
1555,  53,Path end reached
1556,  55,Path end reached
1557,  46,Path end reached
1558,  50,Path end reached
1559,  52,Path end reached
1560,  53,Path end reached
1561,  54,Path end reached
1562,  42,Path end reached
1563,  49,Path end reached
1564,  53,Path end reached
1565,  42,Path end reached
1566,  44,Path end reached
1567,  49,Path end reached
1568,  49,Path end reached
1569,  53,Path end reached
1570,  42,Path end reached
1571,  55,Path end reached
1572,  41,Path end reached
1573,  53,Path end reached
1574,  51,Path end reached
1575,  42,Path end reached
1576,  41,Path end reached
1577,  42,Path end reached
1578,  50,Path end reached
1579,  53,Path end reached
1580,  51,Path end reached
1581,  56,Path end reached
1582,  42,Path end reached
1583,  49,Path end reached
1584,  49,Path end reached
1585,  49,Reset Environment
1586,  52,Reset Environment
1587,  60,Reset Environment
1588,  48,Reset Environment
1589,  49,Reset Environment
1590,  55,Reset Environment
1591,  51,Reset Environment
1592,  57,Reset Environment
1593,  49,Reset Environment
1594,  50,Reset Environment
1595,  47,Reset Environment
1596,  65,Reset Environment
1597,  57,Start planning path
1598,  58,Start planning path
1599,  62,Start planning path
1600,  61,Start planning path
1601,  60,Start planning path
1602,  61,Start planning path
1603,  59,Start planning path
1604,  59,Start planning path
1605,  61,Start planning path
1606,  62,Start planning path
1607,  63,Start planning path
1608,  61,Start planning path
1609,  62,Start planning path
1610,  59,Start planning path
1611,  60,Start planning path
1612,  60,Start planning path
1613,  59,Start planning path
1614,  60,Start planning path
1615,  61,Start planning path
1616,  62,Start planning path
1617,  60,Start planning path
1618,  62,Start planning path
1619,  59,Start planning path
1620,  58,Start planning path
1621,  59,Start planning path
1622,  60,Start planning path
1623,  60,Start planning path
1624,  58,Start planning path
1625,  60,Start planning path
1626,  60,Start planning path
1627,  60,Start planning path
1628,  60,Start planning path
1629,  63,Start planning path
1630,  63,Start planning path
1631,  61,Start planning path
1632,  51,Start planning path
1633,  50,Start planning path
1634,  64,Start planning path
1635,  60,Start planning path
1636,  62,Start planning path
1637,  63,Start planning path
1638,  60,Start planning path
1639,  51,Start planning path
1640,  60,Start planning path
1641,  59,Start planning path
1642,  59,Start planning path
1643,  62,Start planning path
1644,  60,Start planning path
1645,  60,Start planning path
1646,  60,Start planning path
1647,  62,Start planning path
1648,  59,Start planning path
1649,  62,Start planning path
1650,  60,Start planning path
1651,  59,Start planning path
1652,  61,Start planning path
1653,  57,Start planning path
1654,  60,Start planning path
1655,  61,Start planning path
1656,  60,Start planning path
1657,  60,Start planning path
1658,  52,Start planning path
1659,  42,Start planning path
1660,  53,Start planning path
1661,  45,Start planning path
1662,  44,Start planning path
1663,  45,Start planning path
1664,  50,Start planning path
1665,  45,Start planning path
1666,  45,Start planning path
1667,  45,Start planning path
1668,  45,Start planning path
1669,  53,Start planning path
1670,  50,Start planning path
1671,  45,Start planning path
1672,  45,Start planning path
1673,  45,Path end reached
1674,  50,Path end reached
1675,  49,Start executing path
1676,  51,Start executing path
1677,  46,Start executing path
1678,  50,Start executing path
1679,  52,Start executing path
1680,  39,Start executing path
1681,  52,Start executing path
1682,  44,Start executing path
1683,  44,Start executing path
1684,  51,Start executing path
1685,  55,Start executing path
1686,  41,Start executing path
1687,  50,Start executing path
1688,  55,Start executing path
1689,  53,Start executing path
1690,  61,Start executing path
1691,  41,Start executing path
1692,  47,Start executing path
1693,  44,Path end reached
1694,  41,Path end reached
1695,  51,Path end reached
1696,  43,Path end reached
1697,  44,Path end reached
1698,  45,Path end reached
1699,  50,Path end reached
1700,  44,Path end reached
1701,  45,Path end reached
1702,  50,Path end reached
1703,  45,Path end reached
1704,  46,Path end reached
1705,  38,Path end reached
1706,  50,Path end reached
1707,  47,Path end reached
1708,  53,Path end reached
1709,  45,Path end reached
1710,  53,Path end reached
1711,  53,Path end reached
1712,  52,Path end reached
1713,  53,Path end reached
1714,  50,Path end reached
1715,  45,Path end reached
1716,  47,Path end reached
1717,  41,Path end reached
1718,  38,Path end reached
1719,  43,Path end reached
1720,  39,Path end reached
1721,  49,Path end reached
1722,  43,Path end reached
1723,  49,Path end reached
1724,  38,Path end reached
1725,  50,Path end reached
1726,  50,Path end reached
1727,  42,Path end reached
1728,  50,Path end reached
1729,  43,Path end reached
1730,  44,Path end reached
1731,  49,Path end reached
1732,  53,Path end reached
1733,  50,Path end reached
1734,  50,Path end reached
1735,  41,Path end reached
1736,  53,Path end reached
1737,  57,Path end reached
1738,  42,Path end reached
1739,  52,Path end reached
1740,  45,Path end reached
1741,  42,Path end reached
1742,  45,Path end reached
1743,  53,Path end reached
1744,  51,Path end reached
1745,  53,Path end reached
1746,  41,Path end reached
1747,  47,Path end reached
1748,  50,Path end reached
1749,  50,Path end reached
1750,  50,Path end reached
1751,  48,Path end reached
1752,  42,Path end reached
1753,  40,Path end reached
1754,  53,Path end reached
1755,  56,Path end reached
1756,  53,Path end reached
1757,  52,Path end reached
1758,  53,Path end reached
1759,  49,Path end reached
1760,  39,Path end reached
1761,  42,Path end reached
1762,  50,Path end reached
1763,  52,Path end reached
1764,  61,Path end reached
1765,  60,Reset Environment
1766,  46,Reset Environment
1767,  45,Reset Environment
